timestamp,mode_active,mode_label,accel_rms_g,accel_peak_g,vel_rms_mm_s,disp_rms_mm,dominant_freq_hz,damping_ratio,temperature_c,humidity_pct,battery_v,sensor_health,anomaly_flag,event_marker,notes
2026-01-01 00:21:00,1,Idle / Ambient,0.00341,0.00852,0.1377,0.082,1.849,0.0145,24.24,78.6,4.195,OK,0,NONE,
2026-01-01 00:22:00,1,Idle / Ambient,0.0034,0.00765,0.1361,0.0837,1.866,0.0165,24.08,78.6,4.202,OK,0,NONE,
2026-01-01 00:23:00,1,Idle / Ambient,0.00324,0.00639,0.139,0.0813,1.879,0.0161,23.77,80.3,4.198,OK,0,NONE,
2026-01-01 00:24:00,1,Idle / Ambient,0.00327,0.00762,0.1371,0.0793,1.862,0.0176,24.09,80.6,4.195,OK,0,NONE,
2026-01-01 00:25:00,1,Idle / Ambient,0.00345,0.00862,0.1482,0.0861,1.788,0.0147,24.23,79.0,4.201,OK,0,NONE,
2026-01-01 00:26:00,1,Idle / Ambient,0.0033,0.00766,0.1347,0.0877,1.834,0.0129,24.33,80.5,4.192,OK,0,NONE,
2026-01-01 00:27:00,1,Idle / Ambient,0.00333,0.00656,0.1426,0.0772,1.888,0.0176,23.87,79.0,4.198,OK,0,NONE,
2026-01-01 00:28:00,1,Idle / Ambient,0.00301,0.00735,0.1287,0.0839,1.885,0.0136,23.79,79.6,4.194,OK,0,NONE,
2026-01-01 00:29:00,5,Traffic Influence,0.03753,0.12126,2.1735,0.5503,5.078,0.0236,24.25,78.2,4.2,OK,0,NONE,
2026-01-01 00:30:00,1,Idle / Ambient,0.00332,0.00656,0.1374,0.0825,1.912,0.0155,24.07,81.1,4.2,OK,0,NONE,
2026-01-01 00:31:00,1,Idle / Ambient,0.00325,0.0079,0.1322,0.0813,1.823,0.0126,23.8,78.5,4.2,OK,0,NONE,
2026-01-01 00:32:00,1,Idle / Ambient,0.00343,0.00803,0.1412,0.0835,1.903,0.0173,24.42,81.1,4.2,OK,0,NONE,
2026-01-01 00:33:00,1,Idle / Ambient,0.00333,0.00804,0.1399,0.0812,1.908,0.0126,23.85,79.7,4.194,OK,0,NONE,
2026-01-01 00:34:00,1,Idle / Ambient,0.00315,0.00762,0.1372,0.0849,1.786,0.0132,23.83,80.4,4.195,OK,0,NONE,
2026-01-01 00:35:00,1,Idle / Ambient,0.00342,0.00686,0.1479,0.0789,1.929,0.0127,24.08,78.3,4.195,OK,0,NONE,
2026-01-01 00:36:00,1,Idle / Ambient,0.0031,0.00696,0.1299,0.0805,1.878,0.0151,23.9,77.8,4.2,OK,0,NONE,
2026-01-01 00:37:00,1,Idle / Ambient,0.00312,0.00606,0.1287,0.0791,1.895,0.016,24.23,79.1,4.199,OK,0,NONE,
2026-01-01 00:38:00,1,Idle / Ambient,0.00309,0.00642,0.1325,0.0801,1.831,0.0145,23.9,81.6,4.197,OK,0,NONE,
2026-01-01 00:39:00,1,Idle / Ambient,0.00345,0.00715,0.1397,0.0804,1.826,0.0153,24.15,80.4,4.195,OK,0,NONE,
2026-01-01 00:40:00,1,Idle / Ambient,0.00327,0.00655,0.1408,0.0778,1.858,0.0174,23.83,80.3,4.193,OK,0,NONE,
2026-01-01 00:41:00,1,Idle / Ambient,0.00327,0.00626,0.1369,0.0769,1.884,0.0133,24.26,81.2,4.191,OK,0,NONE,
2026-01-01 00:42:00,1,Idle / Ambient,0.00301,0.00616,0.1241,0.089,1.809,0.0162,24.17,80.8,4.197,OK,0,NONE,
2026-01-01 00:43:00,1,Idle / Ambient,0.00302,0.00583,0.1268,0.0863,1.808,0.0177,24.01,79.6,4.198,OK,0,NONE,
2026-01-01 00:44:00,1,Idle / Ambient,0.00335,0.0076,0.1393,0.0772,1.868,0.0177,24.46,81.0,4.195,OK,0,NONE,
2026-01-01 00:45:00,1,Idle / Ambient,0.00323,0.00737,0.1356,0.0782,1.852,0.0136,24.27,80.2,4.192,OK,0,NONE,
2026-01-01 00:46:00,5,Traffic Influence,0.03542,0.10566,2.1315,0.5207,5.025,0.0239,23.91,80.5,4.19,OK,0,NONE,
2026-01-01 00:47:00,1,Idle / Ambient,0.00307,0.0075,0.1248,0.0817,1.845,0.0132,24.12,81.1,4.197,OK,0,NONE,
2026-01-01 00:48:00,1,Idle / Ambient,0.00332,0.00821,0.1347,0.0829,1.841,0.0165,23.69,79.9,4.195,OK,0,NONE,
2026-01-01 00:49:00,1,Idle / Ambient,0.00315,0.00727,0.1283,0.084,1.852,0.0122,23.87,79.5,4.19,OK,0,NONE,
2026-01-01 00:50:00,1,Idle / Ambient,0.00343,0.00784,0.1459,0.0787,1.847,0.0154,23.72,77.8,4.192,OK,0,NONE,
2026-01-01 00:51:00,1,Idle / Ambient,0.00323,0.00775,0.1351,0.0833,1.902,0.0143,23.96,77.7,4.194,OK,0,NONE,
2026-01-01 00:52:00,1,Idle / Ambient,0.00314,0.00739,0.1364,0.0819,1.884,0.0167,23.98,77.7,4.19,OK,0,NONE,
2026-01-01 00:53:00,1,Idle / Ambient,0.00318,0.00751,0.1352,0.0791,1.867,0.0133,24.24,80.6,4.189,OK,0,NONE,
2026-01-01 00:54:00,1,Idle / Ambient,0.00317,0.00731,0.1378,0.0824,1.79,0.0122,24.48,80.4,4.189,OK,0,NONE,
2026-01-01 00:55:00,1,Idle / Ambient,0.00332,0.0075,0.1419,0.0896,1.793,0.0166,24.22,80.7,4.191,OK,0,NONE,
2026-01-01 00:56:00,1,Idle / Ambient,0.00331,0.00792,0.1419,0.0859,1.861,0.014,24.02,80.1,4.196,OK,0,NONE,
2026-01-01 00:57:00,1,Idle / Ambient,0.00321,0.00766,0.1293,0.0763,1.896,0.0178,24.07,79.3,4.195,OK,0,NONE,
2026-01-01 00:58:00,1,Idle / Ambient,0.00334,0.00683,0.1344,0.0775,1.907,0.0125,24.41,79.0,4.188,OK,0,NONE,
2026-01-01 00:59:00,1,Idle / Ambient,0.00314,0.00762,0.1304,0.0836,1.816,0.0168,23.88,77.5,4.197,OK,0,NONE,
2026-01-01 01:00:00,1,Idle / Ambient,0.00317,0.00725,0.127,0.0831,1.854,0.0165,24.31,77.9,4.19,OK,0,NONE,
2026-01-01 01:01:00,1,Idle / Ambient,0.00303,0.00653,0.1271,0.08,1.873,0.0148,23.99,80.3,4.19,OK,0,NONE,
2026-01-01 01:02:00,1,Idle / Ambient,0.00303,0.00714,0.1288,0.0848,1.813,0.0127,23.84,79.4,4.194,OK,0,NONE,
2026-01-01 01:03:00,1,Idle / Ambient,0.00328,0.00668,0.1389,0.0882,1.823,0.0126,24.17,79.6,4.19,OK,0,NONE,
2026-01-01 01:04:00,1,Idle / Ambient,0.00333,0.00731,0.1421,0.0776,1.889,0.0128,24.2,79.3,4.191,OK,0,NONE,
2026-01-01 01:05:00,1,Idle / Ambient,0.00329,0.00704,0.1418,0.0768,1.934,0.0149,23.8,77.6,4.188,OK,0,NONE,
2026-01-01 01:06:00,1,Idle / Ambient,0.00324,0.00733,0.1366,0.0792,1.939,0.0127,24.01,79.5,4.191,OK,0,NONE,
2026-01-01 01:07:00,1,Idle / Ambient,0.00311,0.00705,0.1302,0.0825,1.932,0.0138,24.46,78.2,4.189,OK,0,NONE,
2026-01-01 01:08:00,1,Idle / Ambient,0.00345,0.00749,0.1403,0.0836,1.809,0.0125,23.9,78.3,4.193,OK,0,NONE,
2026-01-01 01:09:00,1,Idle / Ambient,0.00326,0.00742,0.1343,0.0842,1.888,0.0175,24.14,79.0,4.192,OK,0,NONE,
2026-01-01 01:10:00,1,Idle / Ambient,0.0033,0.00688,0.138,0.0768,1.905,0.0124,24.51,78.5,4.187,OK,0,NONE,
2026-01-01 01:11:00,1,Idle / Ambient,0.00301,0.00586,0.1314,0.076,1.926,0.015,24.35,78.6,4.188,OK,0,NONE,
2026-01-01 01:12:00,1,Idle / Ambient,0.00341,0.00852,0.1405,0.0798,1.905,0.0155,24.57,77.4,4.193,OK,0,NONE,
2026-01-01 01:13:00,1,Idle / Ambient,0.00308,0.00703,0.1234,0.0823,1.922,0.0131,24.32,78.6,4.189,OK,0,NONE,
2026-01-01 01:14:00,1,Idle / Ambient,0.00319,0.00787,0.1351,0.0799,1.825,0.0162,24.49,79.0,4.189,OK,0,NONE,
2026-01-01 01:15:00,1,Idle / Ambient,0.00344,0.00789,0.1386,0.0801,1.836,0.0151,24.59,78.0,4.189,OK,0,NONE,
2026-01-01 01:16:00,1,Idle / Ambient,0.00304,0.00747,0.1231,0.0795,1.897,0.0132,24.32,77.7,4.195,OK,0,NONE,
2026-01-01 01:17:00,1,Idle / Ambient,0.00305,0.00597,0.1338,0.0877,1.805,0.0153,24.02,79.0,4.186,OK,0,NONE,
2026-01-01 01:18:00,1,Idle / Ambient,0.0032,0.00768,0.1395,0.0808,1.891,0.0151,24.23,79.3,4.189,OK,0,NONE,
2026-01-01 01:19:00,1,Idle / Ambient,0.0032,0.0076,0.13,0.0829,1.917,0.0172,24.24,79.1,4.193,OK,0,NONE,
2026-01-01 01:20:00,1,Idle / Ambient,0.00301,0.00599,0.1213,0.0797,1.873,0.018,24.08,79.3,4.19,OK,0,NONE,
2026-01-01 01:21:00,1,Idle / Ambient,0.00306,0.00624,0.129,0.0883,1.809,0.0162,24.1,80.1,4.192,OK,0,NONE,
2026-01-01 01:22:00,1,Idle / Ambient,0.00343,0.00754,0.1483,0.0765,1.884,0.0169,24.16,79.4,4.193,OK,0,NONE,
2026-01-01 01:23:00,1,Idle / Ambient,0.0032,0.00687,0.1317,0.0838,1.861,0.0147,24.21,78.9,4.194,OK,0,NONE,
2026-01-01 01:24:00,1,Idle / Ambient,0.00332,0.00802,0.1357,0.0801,1.878,0.0171,24.42,79.9,4.192,OK,0,NONE,
2026-01-01 01:25:00,1,Idle / Ambient,0.00338,0.00844,0.1411,0.0816,1.792,0.0158,23.9,77.4,4.191,OK,0,NONE,
2026-01-01 01:26:00,1,Idle / Ambient,0.00341,0.00811,0.1414,0.0786,1.888,0.0174,24.23,77.5,4.189,OK,0,NONE,
2026-01-01 01:27:00,1,Idle / Ambient,0.00333,0.00757,0.1394,0.088,1.799,0.0125,24.52,77.5,4.189,OK,0,NONE,
2026-01-01 01:28:00,1,Idle / Ambient,0.00336,0.00775,0.1426,0.082,1.78,0.0168,24.1,78.3,4.19,OK,0,NONE,
2026-01-01 01:29:00,1,Idle / Ambient,0.00327,0.00697,0.1312,0.0843,1.816,0.0171,24.24,79.2,4.189,OK,0,NONE,
2026-01-01 01:30:00,1,Idle / Ambient,0.0032,0.00717,0.1325,0.0788,1.934,0.0159,24.14,77.1,4.19,OK,0,NONE,
2026-01-01 01:31:00,1,Idle / Ambient,0.0031,0.00655,0.1273,0.0816,1.816,0.0168,24.63,79.5,4.191,OK,0,NONE,
2026-01-01 01:32:00,1,Idle / Ambient,0.00313,0.00653,0.1266,0.0784,1.872,0.0174,24.59,79.7,4.184,OK,0,NONE,
2026-01-01 01:33:00,1,Idle / Ambient,0.00304,0.00755,0.1223,0.0879,1.8,0.0128,24.52,80.1,4.186,OK,0,NONE,
2026-01-01 01:34:00,1,Idle / Ambient,0.00315,0.0062,0.1371,0.0822,1.904,0.0165,24.32,80.6,4.192,OK,0,NONE,
2026-01-01 01:35:00,1,Idle / Ambient,0.00312,0.00741,0.1365,0.0755,1.924,0.0168,24.72,78.5,4.19,OK,0,NONE,
2026-01-01 01:36:00,1,Idle / Ambient,0.00335,0.00683,0.1454,0.0826,1.905,0.0176,24.41,78.9,4.192,OK,0,NONE,
2026-01-01 01:37:00,1,Idle / Ambient,0.00318,0.00682,0.1358,0.0834,1.912,0.0175,24.0,77.9,4.188,OK,0,NONE,
2026-01-01 01:38:00,1,Idle / Ambient,0.00315,0.00739,0.1367,0.0819,1.792,0.0147,24.67,79.6,4.184,OK,0,NONE,
2026-01-01 01:39:00,1,Idle / Ambient,0.00341,0.00655,0.1395,0.0786,1.858,0.0144,24.05,80.4,4.191,OK,0,NONE,
2026-01-01 01:40:00,1,Idle / Ambient,0.00313,0.00669,0.1326,0.0845,1.859,0.0179,24.52,80.0,4.187,OK,0,NONE,
2026-01-01 01:41:00,1,Idle / Ambient,0.00326,0.00667,0.1394,0.0783,1.868,0.0121,24.5,76.8,4.19,OK,0,NONE,
2026-01-01 01:42:00,1,Idle / Ambient,0.00332,0.0081,0.1447,0.0816,1.917,0.014,24.16,77.1,4.183,OK,0,NONE,
2026-01-01 01:43:00,1,Idle / Ambient,0.00344,0.00817,0.1439,0.0797,1.884,0.0122,24.14,77.2,4.182,OK,0,NONE,
2026-01-01 01:44:00,1,Idle / Ambient,0.00325,0.00718,0.1394,0.0761,1.893,0.0149,24.43,80.3,4.182,OK,0,NONE,
2026-01-01 01:45:00,1,Idle / Ambient,0.00342,0.00662,0.1373,0.0795,1.853,0.0147,24.71,79.2,4.187,OK,0,NONE,
2026-01-01 01:46:00,1,Idle / Ambient,0.00339,0.007,0.1388,0.0813,1.792,0.0156,24.08,77.7,4.191,OK,0,NONE,
2026-01-01 01:47:00,1,Idle / Ambient,0.00318,0.00767,0.1308,0.0819,1.871,0.0126,24.39,79.3,4.184,OK,0,NONE,
2026-01-01 01:48:00,1,Idle / Ambient,0.00308,0.00603,0.125,0.0818,1.831,0.0147,24.22,77.9,4.183,OK,0,NONE,
2026-01-01 01:49:00,1,Idle / Ambient,0.00336,0.00787,0.1419,0.0763,1.912,0.0126,24.1,78.7,4.187,OK,0,NONE,
2026-01-01 01:50:00,1,Idle / Ambient,0.00323,0.00782,0.1345,0.0873,1.834,0.016,24.15,78.7,4.185,OK,0,NONE,
2026-01-01 01:51:00,1,Idle / Ambient,0.00335,0.00806,0.1372,0.0813,1.882,0.0133,24.23,78.6,4.189,OK,0,NONE,
2026-01-01 01:52:00,1,Idle / Ambient,0.00313,0.006,0.1355,0.0819,1.898,0.0157,24.85,77.3,4.183,OK,0,NONE,
2026-01-01 01:53:00,1,Idle / Ambient,0.00333,0.00746,0.1356,0.0855,1.83,0.012,24.32,78.7,4.181,OK,0,NONE,
2026-01-01 01:54:00,1,Idle / Ambient,0.00312,0.00728,0.1314,0.0794,1.843,0.014,24.26,76.5,4.181,OK,0,NONE,
2026-01-01 01:55:00,1,Idle / Ambient,0.00315,0.0069,0.1274,0.0808,1.879,0.0136,24.59,79.2,4.181,OK,0,NONE,
2026-01-01 01:56:00,1,Idle / Ambient,0.00315,0.00607,0.1285,0.0783,1.884,0.0149,24.33,76.2,4.183,OK,0,NONE,
2026-01-01 01:57:00,1,Idle / Ambient,0.00344,0.00808,0.1454,0.0815,1.818,0.014,24.22,78.9,4.185,OK,0,NONE,
2026-01-01 01:58:00,1,Idle / Ambient,0.00341,0.00652,0.1465,0.0879,1.78,0.0172,24.76,78.4,4.186,OK,0,NONE,
2026-01-01 01:59:00,1,Idle / Ambient,0.00316,0.00752,0.1292,0.0868,1.792,0.0121,24.46,79.7,4.181,OK,0,NONE,
2026-01-01 02:00:00,1,Idle / Ambient,0.00309,0.00645,0.1275,0.0801,1.869,0.0151,24.33,76.7,4.185,OK,0,NONE,
2026-01-01 02:01:00,1,Idle / Ambient,0.0032,0.00765,0.1356,0.0799,1.917,0.0141,24.55,76.5,4.182,OK,0,NONE,
2026-01-01 02:02:00,1,Idle / Ambient,0.00325,0.00714,0.1361,0.0817,1.873,0.0131,24.76,77.7,4.189,OK,0,NONE,
2026-01-01 02:03:00,1,Idle / Ambient,0.00311,0.00619,0.1348,0.0781,1.87,0.0172,24.67,77.1,4.182,OK,0,NONE,
2026-01-01 02:04:00,5,Traffic Influence,0.03965,0.13477,2.435,0.5414,5.021,0.0247,24.58,79.3,4.185,OK,0,NONE,
2026-01-01 02:05:00,1,Idle / Ambient,0.00336,0.00729,0.1418,0.0802,1.86,0.0168,24.55,77.1,4.184,OK,0,NONE,
2026-01-01 02:06:00,1,Idle / Ambient,0.00314,0.00731,0.1257,0.0866,1.793,0.0174,24.24,76.8,4.183,OK,0,NONE,
2026-01-01 02:07:00,1,Idle / Ambient,0.0032,0.00686,0.1319,0.0821,1.796,0.0142,24.62,78.9,4.185,OK,0,NONE,
2026-01-01 02:08:00,5,Traffic Influence,0.03735,0.12303,2.2968,0.5358,5.084,0.0237,24.28,77.1,4.185,OK,0,NONE,
2026-01-01 02:09:00,1,Idle / Ambient,0.0031,0.007,0.1345,0.0781,1.927,0.0162,24.5,77.2,4.186,OK,0,NONE,
2026-01-01 02:10:00,1,Idle / Ambient,0.00317,0.00702,0.1303,0.0771,1.901,0.0164,24.76,77.1,4.182,OK,0,NONE,
2026-01-01 02:11:00,1,Idle / Ambient,0.00325,0.00644,0.1401,0.081,1.925,0.0149,24.41,76.0,4.186,OK,0,NONE,
2026-01-01 02:12:00,1,Idle / Ambient,0.00324,0.00641,0.1326,0.0879,1.772,0.014,24.95,78.9,4.186,OK,0,NONE,
2026-01-01 02:13:00,1,Idle / Ambient,0.00316,0.00645,0.1277,0.0821,1.844,0.0145,24.39,78.5,4.183,OK,0,NONE,
2026-01-01 02:14:00,1,Idle / Ambient,0.0033,0.007,0.1427,0.0845,1.902,0.0148,24.51,77.4,4.181,OK,0,NONE,
2026-01-01 02:15:00,1,Idle / Ambient,0.00327,0.00648,0.1368,0.0774,1.924,0.0169,24.7,79.0,4.183,OK,0,NONE,
2026-01-01 02:16:00,1,Idle / Ambient,0.00324,0.00669,0.1393,0.0821,1.902,0.0137,24.96,77.2,4.187,OK,0,NONE,
2026-01-01 02:17:00,1,Idle / Ambient,0.0034,0.00748,0.1423,0.0882,1.826,0.0122,24.65,76.9,4.178,OK,0,NONE,
2026-01-01 02:18:00,1,Idle / Ambient,0.00333,0.0069,0.1411,0.0807,1.869,0.0167,24.97,75.9,4.184,OK,0,NONE,
2026-01-01 02:19:00,1,Idle / Ambient,0.0033,0.00736,0.1375,0.0811,1.788,0.0135,24.32,75.8,4.18,OK,0,NONE,
2026-01-01 02:20:00,1,Idle / Ambient,0.00304,0.00598,0.1313,0.08,1.842,0.0168,24.36,75.4,4.182,OK,0,NONE,
2026-01-01 02:21:00,1,Idle / Ambient,0.00323,0.00694,0.1331,0.086,1.842,0.0157,24.45,79.1,4.178,OK,0,NONE,
2026-01-01 02:22:00,1,Idle / Ambient,0.0031,0.00676,0.1273,0.0834,1.927,0.0153,24.75,76.2,4.177,OK,0,NONE,
2026-01-01 02:23:00,1,Idle / Ambient,0.00324,0.00759,0.1336,0.0846,1.888,0.0158,24.63,77.4,4.185,OK,0,NONE,
2026-01-01 02:24:00,1,Idle / Ambient,0.00312,0.00745,0.1353,0.0835,1.839,0.0162,24.99,77.0,4.18,OK,0,NONE,
2026-01-01 02:25:00,5,Traffic Influence,0.03516,0.12283,2.0264,0.5318,4.979,0.0276,24.53,78.1,4.178,OK,0,NONE,
2026-01-01 02:26:00,1,Idle / Ambient,0.00334,0.00708,0.1429,0.0801,1.903,0.014,25.01,78.6,4.18,OK,0,NONE,
2026-01-01 02:27:00,1,Idle / Ambient,0.00302,0.00719,0.1262,0.0858,1.848,0.0175,24.79,77.4,4.185,OK,0,NONE,
2026-01-01 02:28:00,1,Idle / Ambient,0.00317,0.00717,0.1286,0.0844,1.783,0.016,24.66,76.4,4.177,OK,0,NONE,
2026-01-01 02:29:00,1,Idle / Ambient,0.00343,0.00847,0.1474,0.0771,1.929,0.0136,24.7,76.4,4.184,OK,0,NONE,
2026-01-01 02:30:00,1,Idle / Ambient,0.00325,0.00624,0.1404,0.0861,1.785,0.0156,25.19,76.4,4.18,OK,0,NONE,
2026-01-01 02:31:00,1,Idle / Ambient,0.00312,0.00736,0.1266,0.0773,1.875,0.0177,24.92,76.5,4.182,OK,0,NONE,
2026-01-01 02:32:00,1,Idle / Ambient,0.0031,0.00693,0.1297,0.0806,1.89,0.015,24.54,76.6,4.186,OK,0,NONE,
2026-01-01 02:33:00,1,Idle / Ambient,0.00332,0.00721,0.1424,0.0792,1.841,0.0127,25.19,75.1,4.182,OK,0,NONE,
2026-01-01 02:34:00,1,Idle / Ambient,0.00304,0.0074,0.13,0.0829,1.825,0.0124,24.73,78.4,4.182,OK,0,NONE,
2026-01-01 02:35:00,1,Idle / Ambient,0.00333,0.00791,0.1446,0.0817,1.786,0.0132,24.89,76.2,4.183,OK,0,NONE,
2026-01-01 02:36:00,1,Idle / Ambient,0.00345,0.00804,0.1386,0.0862,1.779,0.0139,24.98,78.0,4.176,OK,0,NONE,
2026-01-01 02:37:00,1,Idle / Ambient,0.00314,0.00762,0.1323,0.081,1.837,0.0161,25.02,75.3,4.185,OK,0,NONE,
2026-01-01 02:38:00,1,Idle / Ambient,0.00331,0.00662,0.1367,0.0854,1.77,0.0127,25.24,76.0,4.184,OK,0,NONE,
2026-01-01 02:39:00,1,Idle / Ambient,0.00305,0.00602,0.1267,0.0806,1.802,0.0158,25.2,76.5,4.176,OK,0,NONE,
2026-01-01 02:40:00,1,Idle / Ambient,0.00309,0.00743,0.1251,0.0828,1.875,0.0163,24.66,74.6,4.175,OK,0,NONE,
2026-01-01 02:41:00,1,Idle / Ambient,0.00308,0.00703,0.1232,0.0794,1.869,0.0166,25.01,75.6,4.184,OK,0,NONE,
2026-01-01 02:42:00,1,Idle / Ambient,0.00338,0.00654,0.1366,0.0772,1.872,0.0138,25.2,75.2,4.18,OK,0,NONE,
2026-01-01 02:43:00,1,Idle / Ambient,0.00343,0.00679,0.1403,0.0777,1.88,0.0172,25.14,75.6,4.179,OK,0,NONE,
2026-01-01 02:44:00,1,Idle / Ambient,0.0031,0.00703,0.13,0.0878,1.784,0.0137,24.78,75.0,4.177,OK,0,NONE,
2026-01-01 02:45:00,1,Idle / Ambient,0.00301,0.00662,0.125,0.085,1.889,0.015,24.84,78.1,4.179,OK,0,NONE,
2026-01-01 02:46:00,1,Idle / Ambient,0.003,0.00729,0.1237,0.0795,1.825,0.0123,24.78,76.4,4.182,OK,0,NONE,
2026-01-01 02:47:00,1,Idle / Ambient,0.00312,0.00668,0.1265,0.0823,1.877,0.0166,25.32,76.4,4.174,OK,0,NONE,
2026-01-01 02:48:00,1,Idle / Ambient,0.00316,0.00623,0.1378,0.0818,1.806,0.0179,25.24,77.3,4.177,OK,0,NONE,
2026-01-01 02:49:00,1,Idle / Ambient,0.003,0.00578,0.1287,0.0835,1.793,0.0151,25.24,76.0,4.178,OK,0,NONE,
2026-01-01 02:50:00,1,Idle / Ambient,0.0033,0.00823,0.1377,0.0831,1.817,0.0157,25.06,75.4,4.182,OK,0,NONE,
2026-01-01 02:51:00,1,Idle / Ambient,0.00312,0.00719,0.1363,0.0812,1.81,0.0169,25.23,77.2,4.18,OK,0,NONE,
2026-01-01 02:52:00,1,Idle / Ambient,0.00325,0.00769,0.1319,0.0822,1.845,0.0178,24.7,76.3,4.175,OK,0,NONE,
2026-01-01 02:53:00,1,Idle / Ambient,0.00316,0.00606,0.1372,0.083,1.897,0.0129,25.18,74.0,4.176,OK,0,NONE,
2026-01-01 02:54:00,1,Idle / Ambient,0.00338,0.00819,0.1409,0.0871,1.827,0.0166,25.25,74.4,4.175,OK,0,NONE,
2026-01-01 02:55:00,1,Idle / Ambient,0.00329,0.00805,0.1354,0.0808,1.845,0.0139,25.24,76.9,4.18,OK,0,NONE,
2026-01-01 02:56:00,1,Idle / Ambient,0.00323,0.00722,0.1358,0.0863,1.858,0.0132,25.28,75.0,4.175,OK,0,NONE,
2026-01-01 02:57:00,1,Idle / Ambient,0.00339,0.00806,0.141,0.0867,1.811,0.0141,25.3,76.5,4.176,OK,0,NONE,
2026-01-01 02:58:00,1,Idle / Ambient,0.00319,0.00661,0.1327,0.0781,1.912,0.0168,25.4,75.5,4.175,OK,0,NONE,
2026-01-01 02:59:00,1,Idle / Ambient,0.00318,0.0063,0.13,0.0794,1.852,0.0176,24.92,74.6,4.179,OK,0,NONE,
2026-01-01 03:00:00,1,Idle / Ambient,0.0032,0.00627,0.1345,0.0911,1.769,0.0145,25.28,75.8,4.181,OK,0,NONE,
2026-01-01 03:01:00,1,Idle / Ambient,0.00327,0.0081,0.1351,0.0785,1.898,0.0149,25.53,77.2,4.173,OK,0,NONE,
2026-01-01 03:02:00,1,Idle / Ambient,0.00337,0.00676,0.144,0.0827,1.877,0.0176,25.22,77.2,4.182,OK,0,NONE,
2026-01-01 03:03:00,1,Idle / Ambient,0.00338,0.0082,0.147,0.0765,1.912,0.0178,25.21,73.9,4.182,OK,0,NONE,
